         sim	       state	        soln	      dist_x	        time	        step	          pH	          pe	    reaction	          Fe	           S	 Mackinawite	d_Mackinawite	    Greigite	  d_Greigite	      Pyrite	    d_Pyrite	si_Mackinawite	 si_Greigite	   si_Pyrite	
           4	       react	           1	         -99	           0	          52	     8.19648	    -7.95811	  1.0000e-07	  9.3333e-07	  3.1111e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -1.9377	    -16.1946	     -0.4522	
           4	       react	           1	         -99	           0	          53	     8.31528	    -8.07714	  1.0000e-07	  1.2333e-06	  4.1111e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -1.6176	    -15.2663	     -0.1642	
           4	       react	           1	         -99	           0	          54	     8.40706	    -8.16915	  1.0000e-07	  1.5206e-06	  4.8571e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.2702e-08	  1.2702e-08	     -1.4012	    -14.6695	      0.0000	
           4	       react	           1	         -99	           0	          55	     8.47973	    -8.24207	  1.0000e-07	  1.7704e-06	  4.8525e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  6.2932e-08	  5.0230e-08	     -1.2984	    -14.4638	      0.0000	
           4	       react	           1	         -99	           0	          56	     8.54126	    -8.30384	  1.0000e-07	  2.0215e-06	  4.8736e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.1188e-07	  4.8944e-08	     -1.2108	    -14.2886	      0.0000	
           4	       react	           1	         -99	           0	          57	     8.59454	    -8.35736	  1.0000e-07	  2.2734e-06	  4.9116e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.5998e-07	  4.8099e-08	     -1.1347	    -14.1364	      0.0000	
           4	       react	           1	         -99	           0	          58	     8.64147	    -8.40453	  1.0000e-07	  2.5258e-06	  4.9611e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0750e-07	  4.7523e-08	     -1.0675	    -14.0020	      0.0000	
           4	       react	           1	         -99	           0	          59	     8.68338	    -8.44667	  1.0000e-07	  2.7787e-06	  5.0187e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5462e-07	  4.7120e-08	     -1.0074	    -13.8818	      0.0000	
           4	       react	           1	         -99	           0	          60	     8.72121	    -8.48473	  1.0000e-07	  3.0319e-06	  5.0821e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  3.0145e-07	  4.6833e-08	     -0.9531	    -13.7732	      0.0000	
           4	       react	           1	         -99	           0	          61	     8.97478	    -8.74063	  1.0000e-06	  5.5692e-06	  5.8279e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  7.6416e-07	  4.6271e-07	     -0.5893	    -13.0455	     -0.0000	
           4	       react	           1	         -99	           0	          62	     9.12416	    -8.89229	  1.0000e-06	  8.1075e-06	  6.5940e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.2259e-06	  4.6170e-07	     -0.3763	    -12.6196	      0.0000	
           4	       react	           1	         -99	           0	          63	     9.22962	          -9	  1.0000e-06	  1.0644e-05	  7.3303e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.6890e-06	  4.6318e-07	     -0.2271	    -12.3211	      0.0000	
           4	       react	           1	         -99	           0	          64	     9.31092	    -9.08352	  1.0000e-06	  1.3180e-05	  8.0367e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.1537e-06	  4.6468e-07	     -0.1128	    -12.0926	     -0.0000	
           4	       react	           1	         -99	           0	          65	     9.37696	    -9.15175	  1.0000e-06	  1.5714e-05	  8.7180e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.6197e-06	  4.6594e-07	     -0.0205	    -11.9081	      0.0000	
           4	       react	           1	         -99	           0	          66	     9.39169	    -9.16703	  1.0000e-06	  1.6347e-05	  8.8850e-07	  3.7499e-06	  3.7499e-06	  0.0000e+00	  0.0000e+00	  1.2364e-06	 -1.3833e-06	     -0.0000	    -11.8670	      0.0000	
           4	       react	           1	         -99	           0	          67	      9.4084	    -9.18439	  1.0000e-06	  1.7084e-05	  8.6151e-07	  7.2496e-06	  3.4997e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	 -1.2364e-06	      0.0000	    -11.9131	     -0.0461	
           4	       react	           1	         -99	           0	          68	     9.44885	    -9.22652	  1.0000e-06	  1.9023e-05	  8.0079e-07	  8.3103e-06	  1.0607e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -12.0247	     -0.1577	
           4	       react	           1	         -99	           0	          69	     9.48522	    -9.26457	  1.0000e-06	  2.0974e-05	  7.5133e-07	  9.3598e-06	  1.0495e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -12.1248	     -0.2578	
           4	       react	           1	         -99	           0	          70	     9.51824	    -9.29925	  1.0000e-06	  2.2932e-05	  7.1026e-07	  1.0401e-05	  1.0411e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -12.2155	     -0.3485	
           4	       react	           1	         -99	           0	          71	     9.74261	    -9.53972	  1.0000e-05	  4.2728e-05	  5.0600e-07	  2.0605e-05	  1.0204e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -12.8290	     -0.9620	
           4	       react	           1	         -99	           0	          72	     9.87594	    -9.68809	  1.0000e-05	  6.2651e-05	  4.2825e-07	  3.0683e-05	  1.0078e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -13.1935	     -1.3265	
           4	       react	           1	         -99	           0	          73	     9.96954	    -9.79578	  1.0000e-05	  8.2609e-05	  3.8612e-07	  4.0725e-05	  1.0042e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -13.4519	     -1.5849	
           4	       react	           1	         -99	           0	          74	     10.0407	    -9.88019	  1.0000e-05	  1.0258e-04	  3.5904e-07	  5.0752e-05	  1.0027e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -13.6515	     -1.7845	
           4	       react	           1	         -99	           0	          75	     10.0975	    -9.94943	  1.0000e-05	  1.2256e-04	  3.3975e-07	  6.0771e-05	  1.0019e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -13.8138	     -1.9468	
           4	       react	           1	         -99	           0	          76	     10.1442	     -10.008	  1.0000e-05	  1.4255e-04	  3.2501e-07	  7.0786e-05	  1.0015e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -13.9502	     -2.0832	
           4	       react	           1	         -99	           0	          77	     10.1836	    -10.0585	  1.0000e-05	  1.6254e-04	  3.1318e-07	  8.0798e-05	  1.0012e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -14.0676	     -2.2006	
           4	       react	           1	         -99	           0	          78	     10.2173	    -10.1029	  1.0000e-05	  1.8253e-04	  3.0331e-07	  9.0808e-05	  1.0010e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -14.1707	     -2.3037	
           4	       react	           1	         -99	           0	          79	     10.2467	    -10.1424	  1.0000e-05	  2.0252e-04	  2.9484e-07	  1.0082e-04	  1.0008e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -14.2624	     -2.3954	
           4	       react	           1	         -99	           0	          80	     10.2725	    -10.1779	  1.0000e-05	  2.2251e-04	  2.8740e-07	  1.1082e-04	  1.0007e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -14.3451	     -2.4781	
           4	       react	           1	         -99	           0	          81	     10.4276	    -10.4117	  1.0000e-04	  4.2247e-04	  2.3955e-07	  2.1087e-04	  1.0005e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -14.8967	     -3.0297	
           4	       react	           1	         -99	           0	          82	     10.5033	     -10.545	  1.0000e-04	  6.2245e-04	  2.1070e-07	  3.1090e-04	  1.0003e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -15.2235	     -3.3565	
           4	       react	           1	         -99	           0	          83	     10.5496	    -10.6369	  1.0000e-04	  8.2244e-04	  1.8962e-07	  4.1092e-04	  1.0002e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -15.4570	     -3.5900	
           4	       react	           1	         -99	           0	          84	     10.5815	    -10.7063	  1.0000e-04	  1.0224e-03	  1.7309e-07	  5.1094e-04	  1.0002e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -15.6391	     -3.7721	
           4	       react	           1	         -99	           0	          85	     10.6049	    -10.7618	  1.0000e-04	  1.2224e-03	  1.5963e-07	  6.1095e-04	  1.0001e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -15.7885	     -3.9215	
           4	       react	           1	         -99	           0	          86	      10.623	    -10.8078	  1.0000e-04	  1.4224e-03	  1.4839e-07	  7.1096e-04	  1.0001e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -15.9152	     -4.0482	
           4	       react	           1	         -99	           0	          87	     10.6375	     -10.847	  1.0000e-04	  1.6225e-03	  1.3882e-07	  8.1097e-04	  1.0001e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -16.0254	     -4.1584	
           4	       react	           1	         -99	           0	          88	     10.6493	    -10.8811	  1.0000e-04	  1.8225e-03	  1.3055e-07	  9.1098e-04	  1.0001e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -16.1228	     -4.2558	
           4	       react	           1	         -99	           0	          89	     10.6592	    -10.9111	  1.0000e-04	  2.0225e-03	  1.2332e-07	  1.0110e-03	  1.0001e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -16.2102	     -4.3432	
           4	       react	           1	         -99	           0	          90	     10.6676	     -10.938	  1.0000e-04	  2.2225e-03	  1.1694e-07	  1.1110e-03	  1.0001e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -16.2894	     -4.4224	
           4	       react	           1	         -99	           0	          91	     10.7125	    -11.1122	  1.0000e-03	  4.2229e-03	  7.8674e-08	  2.1110e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -16.8302	     -4.9632	
           4	       react	           1	         -99	           0	          92	     10.7312	    -11.2114	  1.0000e-03	  6.2237e-03	  6.0496e-08	  3.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -17.1583	     -5.2913	
           4	       react	           1	         -99	           0	          93	     10.7416	    -11.2805	  1.0000e-03	  8.2247e-03	  4.9739e-08	  4.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -17.3947	     -5.5277	
           4	       react	           1	         -99	           0	          94	     10.7483	    -11.3333	  1.0000e-03	  1.0226e-02	  4.2579e-08	  5.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -17.5795	     -5.7125	
           4	       react	           1	         -99	           0	          95	      10.753	    -11.3762	  1.0000e-03	  1.2228e-02	  3.7448e-08	  6.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -17.7313	     -5.8643	
           4	       react	           1	         -99	           0	          96	     10.7566	    -11.4121	  1.0000e-03	  1.4230e-02	  3.3578e-08	  7.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -17.8601	     -5.9931	
           4	       react	           1	         -99	           0	          97	     10.7594	    -11.4431	  1.0000e-03	  1.6232e-02	  3.0546e-08	  8.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -17.9720	     -6.1050	
           4	       react	           1	         -99	           0	          98	     10.7617	    -11.4703	  1.0000e-03	  1.8234e-02	  2.8103e-08	  9.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -18.0708	     -6.2038	
           4	       react	           1	         -99	           0	          99	     10.7635	    -11.4946	  1.0000e-03	  2.0237e-02	  2.6088e-08	  1.0111e-02	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -18.1593	     -6.2923	
           4	       react	           1	         -99	           0	         100	     10.7651	    -11.5165	  1.0000e-03	  2.2240e-02	  2.4395e-08	  1.1111e-02	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -18.2395	     -6.3725	
